name,namespace,node_name_list,node_num,init_replicas,target_replicas,delta_replicas,scaling_t,is_wait_until_no_unavailable,cpu_limit,mem_limit,cpu_requests,mem_requests
busybox,default,['k8s02'],1,0,11,11,9.739238262176514,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,11,11,9.518857479095459,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,12,12,10.506608486175537,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,12,12,10.532365560531616,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,12,12,10.539691686630249,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,12,12,10.786952257156372,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,12,12,10.541905403137207,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,12,12,10.543678522109985,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,12,12,10.400171041488647,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,12,12,10.520060300827026,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,12,12,10.50487232208252,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,12,12,10.54656457901001,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,12,12,10.213805437088013,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,12,12,10.627201795578003,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,12,12,10.699632406234741,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,12,12,10.738720655441284,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,12,12,10.095004081726074,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,12,12,10.016109704971313,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,12,12,10.596957445144653,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,12,12,10.629192352294922,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,12,12,10.71698784828186,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,12,12,10.555259466171265,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,13,13,11.519044876098633,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,13,13,11.56069803237915,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,13,13,11.611011028289795,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,13,13,11.56800389289856,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,13,13,11.721779584884644,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,13,13,11.605550050735474,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,13,13,11.502238273620605,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,13,13,11.307656526565552,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,13,13,11.152033567428589,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,13,13,11.495872497558594,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,13,13,11.561022281646729,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,13,13,11.644435405731201,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,13,13,11.309151649475098,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,13,13,11.62063217163086,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,13,13,11.617146968841553,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,13,13,11.579339504241943,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,13,13,11.518503904342651,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,13,13,11.720809698104858,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,13,13,10.571233034133911,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,13,13,11.78517460823059,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,14,14,12.788790464401245,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,14,14,12.513549327850342,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,14,14,12.605263710021973,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,14,14,11.779168605804443,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,14,14,12.178658723831177,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,14,14,12.213440656661987,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,14,14,12.801369428634644,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,14,14,12.393784999847412,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,14,14,12.61771559715271,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,14,14,12.157210350036621,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,14,14,12.406884908676147,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,14,14,11.629478216171265,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,14,14,12.726539850234985,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,14,14,12.51447081565857,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,14,14,12.157175540924072,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,14,14,12.568936109542847,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,14,14,12.73985481262207,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,14,14,12.531968116760254,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,14,14,12.418510437011719,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,14,14,11.947510719299316,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,15,15,13.78110671043396,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,15,15,13.383487224578857,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,15,15,12.765491485595703,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,15,15,12.917749404907227,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,15,15,13.708839893341064,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,15,15,13.543190956115723,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,15,15,13.381279706954956,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,15,15,13.562002420425415,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,15,15,13.55080270767212,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,15,15,13.55249309539795,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,15,15,11.74541187286377,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,15,15,13.207396745681763,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,15,15,13.73705530166626,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,15,15,12.989311456680298,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,15,15,13.608743667602539,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,15,15,13.567673206329346,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,15,15,11.735864162445068,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,15,15,12.413936138153076,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,15,15,13.30725359916687,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,15,15,13.599315881729126,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,16,16,12.601444482803345,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,16,16,14.313042879104614,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,16,16,13.534623384475708,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,16,16,14.721693754196167,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,16,16,13.964257717132568,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,16,16,15.092217683792114,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,16,16,14.593540906906128,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,16,16,14.370983839035034,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,16,16,13.579253911972046,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,16,16,13.729053020477295,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,16,16,14.780882835388184,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,16,16,13.3835928440094,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,16,16,14.95475435256958,False,0.1,64,0.1,64
busybox,default,['k8s02'],1,0,16,16,12.74565577507019,False,0.1,64,0.1,64
